id,paper_trade_id,strike,asset_type
118,ase_pt_ab7790faa1c546cf,100.3700,CALL
119,ase_pt_ab7790faa1c546cf,105.0000,CALL
120,ase_pt_90aebf88d50e4c5e,97.1000,CALL
121,ase_pt_90aebf88d50e4c5e,100.3700,CALL
122,ase_pt_81d385620a0340d0,103.7500,CALL
123,ase_pt_81d385620a0340d0,107.9100,CALL
124,ase_pt_259c9ec7c0bb44ad,103.7500,CALL
125,ase_pt_259c9ec7c0bb44ad,107.9100,CALL
126,ase_pt_efe0d09f127f4b5e,106.3700,CALL
127,ase_pt_efe0d09f127f4b5e,109.7300,CALL
128,ase_pt_8fc139721c9c4d94,100.3700,CALL
129,ase_pt_8fc139721c9c4d94,102.5800,CALL
130,ase_pt_3c7ddbca75b940eb,100.3700,CALL
131,ase_pt_3c7ddbca75b940eb,109.7300,CALL
132,ase_pt_0ee34056a5ba483e,96.9500,CALL
133,ase_pt_0ee34056a5ba483e,117.4200,CALL
134,ase_pt_bda5c6e34e8646be,105.0000,CALL
135,ase_pt_bda5c6e34e8646be,109.7300,CALL
136,ase_pt_549092c247454f84,100.3700,CALL
137,ase_pt_549092c247454f84,107.3800,CALL
138,ase_pt_19d58ab0083c4d4e,100.3700,PUT
139,ase_pt_19d58ab0083c4d4e,105.0000,PUT
140,ase_pt_38c8440699ab4e45,97.1000,PUT
141,ase_pt_38c8440699ab4e45,100.3700,PUT
142,ase_pt_36741c707c0f4b62,103.7500,PUT
143,ase_pt_36741c707c0f4b62,107.9100,PUT
144,ase_pt_bf38b5588ca045ca,103.7500,PUT
145,ase_pt_bf38b5588ca045ca,107.9100,PUT
146,ase_pt_40905bcdfaae4348,106.3700,PUT
147,ase_pt_40905bcdfaae4348,109.7300,PUT
148,ase_pt_1f5c6dbfe19748df,100.3700,PUT
149,ase_pt_1f5c6dbfe19748df,102.5800,PUT
150,ase_pt_1aeab363df7b46d9,100.3700,PUT
151,ase_pt_1aeab363df7b46d9,109.7300,PUT
152,ase_pt_3a64d9fcbff1414d,96.9500,PUT
153,ase_pt_3a64d9fcbff1414d,117.4200,PUT
154,ase_pt_01fef25551624710,105.0000,PUT
155,ase_pt_01fef25551624710,109.7300,PUT
156,ase_pt_9f12756001424bb1,100.3700,PUT
157,ase_pt_9f12756001424bb1,107.3800,PUT
158,ase_pt_b31a4d1261f343e9,100.3700,CALL
159,ase_pt_b31a4d1261f343e9,105.0000,CALL
160,ase_pt_b31a4d1261f343e9,103.7500,PUT
161,ase_pt_b31a4d1261f343e9,107.9100,PUT
162,ase_pt_2b6fcc40f3494051,100.3700,PUT
163,ase_pt_2b6fcc40f3494051,105.0000,PUT
164,ase_pt_2b6fcc40f3494051,103.7500,CALL
165,ase_pt_2b6fcc40f3494051,107.9100,CALL
166,ase_pt_99cb0be7029b4a82,100.3700,CALL
167,ase_pt_99cb0be7029b4a82,100.7400,CALL
168,ase_pt_922c42b2e24d4fb5,100.3700,PUT
169,ase_pt_922c42b2e24d4fb5,100.7400,PUT
170,ase_pt_30c9f7f099f04656,97.1000,CALL
171,ase_pt_30c9f7f099f04656,96.1300,CALL
172,ase_pt_e1b81c458fdd4e71,105.0000,CALL
173,ase_pt_e1b81c458fdd4e71,107.3800,CALL
174,ase_pt_76bbcd4f1f4f4321,105.0000,CALL
175,ase_pt_76bbcd4f1f4f4321,107.3800,CALL
176,ase_pt_76bbcd4f1f4f4321,105.0000,PUT
177,ase_pt_76bbcd4f1f4f4321,107.3800,PUT
178,ase_pt_348d05419ab448e7,100.3700,CALL
179,ase_pt_348d05419ab448e7,100.7400,CALL
180,ase_pt_583071390312407f,100.5600,CALL
181,ase_pt_583071390312407f,104.6000,CALL
182,ase_pt_413893ee62984e99,100.5600,PUT
183,ase_pt_413893ee62984e99,104.6000,PUT
184,ase_pt_e11d456d41a84455,100.7400,CALL
185,ase_pt_e11d456d41a84455,105.0000,CALL
186,ase_pt_d76fb2bccf7b4907,97.6900,CALL
187,ase_pt_d76fb2bccf7b4907,105.0000,CALL
188,ase_pt_1cdfe82457184b5e,97.6900,PUT
189,ase_pt_1cdfe82457184b5e,105.0000,PUT
190,ase_pt_25965cdfc2b84bb7,100.7400,CALL
191,ase_pt_25965cdfc2b84bb7,102.5800,CALL
192,ase_pt_468a12d81bfa4bbe,100.7400,CALL
193,ase_pt_468a12d81bfa4bbe,105.0000,CALL
194,ase_pt_79e593a33bc8450e,105.5800,CALL
195,ase_pt_79e593a33bc8450e,107.9100,CALL
196,ase_pt_79e593a33bc8450e,105.5800,PUT
197,ase_pt_79e593a33bc8450e,107.9100,PUT
198,ase_pt_56ec12c833d3410d,89.3800,CALL
199,ase_pt_56ec12c833d3410d,105.0000,CALL
200,ase_pt_82ada73b5e58432a,89.3800,PUT
201,ase_pt_82ada73b5e58432a,105.0000,PUT
202,ase_pt_e24cb20825964481,100.7400,CALL
203,ase_pt_e24cb20825964481,102.5800,CALL
204,ase_pt_0696a7501e5a4b86,100.7400,CALL
205,ase_pt_0696a7501e5a4b86,107.9100,CALL
206,ase_pt_aa854a4440c0485e,100.7400,PUT
207,ase_pt_aa854a4440c0485e,107.9100,PUT
208,ase_pt_28ea289d06244a2c,100.7400,CALL
209,ase_pt_28ea289d06244a2c,100.3700,CALL
210,ase_pt_28ea289d06244a2c,100.7400,PUT
211,ase_pt_28ea289d06244a2c,100.3700,PUT
212,ase_pt_328f936a7b994ec1,97.3700,CALL
213,ase_pt_328f936a7b994ec1,105.0000,CALL
214,ase_pt_00a319c736ae4b1d,100.3700,CALL
215,ase_pt_00a319c736ae4b1d,100.3700,PUT
216,ase_pt_072a3bfdbe32476a,106.3700,CALL
217,ase_pt_072a3bfdbe32476a,106.3700,PUT
218,ase_pt_61163c0323cd45fc,100.3700,CALL
219,ase_pt_61163c0323cd45fc,100.3700,PUT
220,ase_pt_7a7c2d1c8e31410e,100.3700,CALL
221,ase_pt_7a7c2d1c8e31410e,100.3700,PUT
222,ase_pt_bce325b6dbd949b5,100.3700,CALL
223,ase_pt_bce325b6dbd949b5,100.3700,PUT
224,ase_pt_bce325b6dbd949b5,107.9100,CALL
225,ase_pt_bce325b6dbd949b5,107.9100,PUT
226,ase_pt_57079b3931a14d23,100.3700,CALL
227,ase_pt_57079b3931a14d23,100.3700,PUT
228,ase_pt_57079b3931a14d23,103.7500,CALL
229,ase_pt_57079b3931a14d23,103.7500,PUT
230,ase_pt_b2ca50de093b4563,100.3700,CALL
231,ase_pt_b2ca50de093b4563,100.7400,CALL
232,ase_pt_b2ca50de093b4563,100.3700,PUT
233,ase_pt_b2ca50de093b4563,100.7400,PUT
234,ase_pt_c7a2f3b519e24441,107.3800,CALL
235,ase_pt_c7a2f3b519e24441,107.9100,CALL
236,ase_pt_c7a2f3b519e24441,107.3800,PUT
237,ase_pt_c7a2f3b519e24441,107.9100,PUT
238,ase_pt_2fc2f3bd813c4201,99.2900,CALL
239,ase_pt_2fc2f3bd813c4201,100.3700,CALL
240,ase_pt_2fc2f3bd813c4201,101.4600,CALL
241,ase_pt_001f7af9440e43f5,99.2900,PUT
242,ase_pt_001f7af9440e43f5,100.3700,PUT
243,ase_pt_001f7af9440e43f5,101.4600,PUT
244,ase_pt_f7e0e8d95161439f,106.3700,CALL
245,ase_pt_f7e0e8d95161439f,100.3700,CALL
246,ase_pt_f7e0e8d95161439f,100.3700,PUT
247,ase_pt_f7e0e8d95161439f,106.3700,PUT
248,ase_pt_61db83e800514e09,99.2900,CALL
249,ase_pt_61db83e800514e09,100.3700,CALL
250,ase_pt_61db83e800514e09,103.7500,CALL
251,ase_pt_6117d75ace464771,99.2900,PUT
252,ase_pt_6117d75ace464771,100.3700,PUT
253,ase_pt_6117d75ace464771,103.7500,PUT
254,ase_pt_713448510d67452d,99.2900,CALL
255,ase_pt_713448510d67452d,100.3700,CALL
256,ase_pt_713448510d67452d,102.5800,CALL
257,ase_pt_5bab2972c84849cd,99.2900,CALL
258,ase_pt_5bab2972c84849cd,101.4600,CALL
259,ase_pt_5bab2972c84849cd,105.0000,CALL
260,ase_pt_d6e7b562298d4374,97.1000,CALL
261,ase_pt_d6e7b562298d4374,100.3700,CALL
262,ase_pt_d6e7b562298d4374,103.7500,CALL
263,ase_pt_b592a8277a61404c,99.9400,CALL
264,ase_pt_b592a8277a61404c,100.3700,CALL
265,ase_pt_b592a8277a61404c,100.8000,CALL
266,ase_pt_071adb86c61641aa,99.2900,CALL
267,ase_pt_071adb86c61641aa,100.3700,CALL
268,ase_pt_071adb86c61641aa,101.4600,CALL
269,ase_pt_071adb86c61641aa,99.2900,PUT
270,ase_pt_071adb86c61641aa,100.3700,PUT
271,ase_pt_071adb86c61641aa,101.4600,PUT
272,ase_pt_81d56157029f4bbc,100.7400,CALL
273,ase_pt_81d56157029f4bbc,100.3700,CALL
274,ase_pt_81d56157029f4bbc,101.1200,CALL
275,ase_pt_48205beec76749a1,99.2900,CALL
276,ase_pt_48205beec76749a1,100.3700,CALL
277,ase_pt_48205beec76749a1,102.5800,CALL
278,ase_pt_0dd0cca698e3471b,109.7300,PUT
279,ase_pt_0dd0cca698e3471b,105.0000,PUT
280,ase_pt_0dd0cca698e3471b,105.0000,CALL
281,ase_pt_0dd0cca698e3471b,109.7300,CALL
282,ase_pt_32be02a6f8b348be,107.9100,PUT
283,ase_pt_32be02a6f8b348be,103.7500,PUT
284,ase_pt_32be02a6f8b348be,103.7500,CALL
285,ase_pt_32be02a6f8b348be,107.9100,CALL
286,ase_pt_2af95b3f1e834dbb,113.2600,PUT
287,ase_pt_2af95b3f1e834dbb,107.9100,PUT
288,ase_pt_2af95b3f1e834dbb,107.9100,CALL
289,ase_pt_2af95b3f1e834dbb,113.2600,CALL
290,ase_pt_24d5f67c97a24cf4,109.7300,PUT
291,ase_pt_24d5f67c97a24cf4,105.0000,PUT
292,ase_pt_24d5f67c97a24cf4,105.0000,CALL
293,ase_pt_24d5f67c97a24cf4,109.7300,CALL
294,ase_pt_651c3abf1f1f4b08,112.0700,PUT
295,ase_pt_651c3abf1f1f4b08,106.3700,PUT
296,ase_pt_651c3abf1f1f4b08,105.0000,CALL
297,ase_pt_651c3abf1f1f4b08,107.9100,CALL
298,ase_pt_e8ac703556ed4ca8,112.0700,PUT
299,ase_pt_e8ac703556ed4ca8,107.9100,PUT
300,ase_pt_e8ac703556ed4ca8,103.7500,CALL
301,ase_pt_e8ac703556ed4ca8,107.9100,CALL
302,ase_pt_5b48b5fc0a3f40de,112.0700,PUT
303,ase_pt_5b48b5fc0a3f40de,106.3700,PUT
304,ase_pt_5b48b5fc0a3f40de,106.3700,CALL
305,ase_pt_5b48b5fc0a3f40de,112.0700,CALL
306,ase_pt_5b48b5fc0a3f40de,105.0000,PUT
307,ase_pt_5b48b5fc0a3f40de,102.5800,PUT
308,ase_pt_5b48b5fc0a3f40de,102.5800,CALL
309,ase_pt_5b48b5fc0a3f40de,105.0000,CALL
310,ase_pt_41fa6adf243d4784,107.9100,PUT
311,ase_pt_41fa6adf243d4784,103.7500,PUT
312,ase_pt_41fa6adf243d4784,106.3700,CALL
313,ase_pt_41fa6adf243d4784,112.0700,CALL
314,ase_pt_033247baa7c14f4a,109.7300,PUT
315,ase_pt_033247baa7c14f4a,105.0000,PUT
316,ase_pt_033247baa7c14f4a,105.0000,CALL
317,ase_pt_033247baa7c14f4a,109.7300,CALL
318,ase_pt_0c5895db0d4c4a51,112.0700,PUT
319,ase_pt_0c5895db0d4c4a51,106.3700,PUT
320,ase_pt_0c5895db0d4c4a51,106.3700,CALL
321,ase_pt_0c5895db0d4c4a51,112.0700,CALL
322,ase_pt_2a71b6dad9324f42,112.0700,PUT
323,ase_pt_2a71b6dad9324f42,107.9100,PUT
324,ase_pt_2a71b6dad9324f42,107.9100,CALL
325,ase_pt_2a71b6dad9324f42,112.0700,CALL
326,ase_pt_64cba35090f74aaf,100.3700,PUT
327,ase_pt_64cba35090f74aaf,100.3700,CALL
328,ase_pt_64cba35090f74aaf,109.7300,PUT
329,ase_pt_64cba35090f74aaf,109.7300,CALL
330,ase_pt_e79f6d8cdfbc417d,100.3700,CALL
331,ase_pt_e79f6d8cdfbc417d,105.0000,CALL
332,ase_pt_662b1d2e3f3b4a8c,100.3700,PUT
333,ase_pt_662b1d2e3f3b4a8c,105.0000,PUT
334,ase_pt_e2c2f6a10bdb4b99,99.2900,CALL
335,ase_pt_e2c2f6a10bdb4b99,103.7500,CALL
336,ase_pt_e2c2f6a10bdb4b99,107.9100,CALL
337,ase_pt_7c43d64b976b406e,99.2900,PUT
338,ase_pt_7c43d64b976b406e,103.7500,PUT
339,ase_pt_7c43d64b976b406e,107.9100,PUT
340,ase_pt_f8dc673d2e074d35,105.0000,PUT
341,ase_pt_f8dc673d2e074d35,109.7300,PUT
342,ase_pt_f8dc673d2e074d35,105.0000,CALL
343,ase_pt_f8dc673d2e074d35,109.7300,CALL
344,ase_pt_a1c8e3c5b81941d4,107.9100,CALL
345,ase_pt_a1c8e3c5b81941d4,100.3700,CALL
346,ase_pt_a1c8e3c5b81941d4,100.3700,PUT
347,ase_pt_a1c8e3c5b81941d4,107.9100,PUT
348,ase_pt_fb84854ccb4f40ab,107.9100,CALL
349,ase_pt_fb84854ccb4f40ab,100.3700,CALL
350,ase_pt_fb84854ccb4f40ab,100.3700,PUT
351,ase_pt_fb84854ccb4f40ab,107.9100,PUT
352,ase_pt_fe02671f0c3b4c14,112.0700,PUT
353,ase_pt_fe02671f0c3b4c14,115.6200,PUT
354,ase_pt_76488e2737934974,109.7300,PUT
355,ase_pt_76488e2737934974,115.6200,PUT
356,ase_pt_52a1199441b842c2,100.3700,CALL
357,ase_pt_52a1199441b842c2,105.0000,CALL
358,ase_pt_52a1199441b842c2,105.0000,PUT
359,ase_pt_52a1199441b842c2,109.7300,PUT
360,ase_pt_3d55b52d40e74304,103.7500,CALL
361,ase_pt_3d55b52d40e74304,103.7500,PUT
362,ase_pt_3d55b52d40e74304,109.7300,CALL
363,ase_pt_3d55b52d40e74304,109.7300,PUT
364,ase_pt_aaac37a07a91407d,100.3700,CALL
365,ase_pt_aaac37a07a91407d,100.3700,PUT
366,ase_pt_7da7c3b4e64846b4,100.7400,CALL
367,ase_pt_7da7c3b4e64846b4,100.3700,CALL
368,ase_pt_0f937b112584409c,100.3700,CALL
369,ase_pt_0f937b112584409c,100.3700,PUT
370,ase_pt_1170d8dc89b04e2d,106.3700,CALL
371,ase_pt_1170d8dc89b04e2d,106.3700,PUT
372,ase_pt_93a3a93c4f9f4e12,99.2900,CALL
373,ase_pt_93a3a93c4f9f4e12,100.3700,CALL
374,ase_pt_93a3a93c4f9f4e12,102.5800,CALL
375,ase_pt_e42209c2003d4359,112.0700,PUT
376,ase_pt_e42209c2003d4359,106.3700,PUT
377,ase_pt_e42209c2003d4359,106.3700,CALL
378,ase_pt_e42209c2003d4359,112.0700,CALL
379,ase_pt_57dc0fe985a24f4f,100.7400,CALL
380,ase_pt_57dc0fe985a24f4f,100.3700,CALL
381,ase_pt_e0a6c5ea0c7841ed,109.7300,PUT
382,ase_pt_e0a6c5ea0c7841ed,105.0000,PUT
383,ase_pt_e0a6c5ea0c7841ed,105.0000,CALL
384,ase_pt_e0a6c5ea0c7841ed,109.7300,CALL
385,ase_pt_d2435f0b6b9843e7,100.3700,CALL
386,ase_pt_d2435f0b6b9843e7,105.0000,CALL
387,ase_pt_02fefa8de1fa4313,99.2900,CALL
388,ase_pt_02fefa8de1fa4313,100.3700,CALL
389,ase_pt_02fefa8de1fa4313,101.4600,CALL
390,ase_pt_9aa23c0340c74068,107.9100,CALL
391,ase_pt_9aa23c0340c74068,100.3700,CALL
392,ase_pt_9aa23c0340c74068,100.3700,PUT
393,ase_pt_9aa23c0340c74068,107.9100,PUT
394,ase_pt_6eeb91756b384821,112.0700,PUT
395,ase_pt_6eeb91756b384821,107.9100,PUT
396,ase_pt_6eeb91756b384821,107.9100,CALL
397,ase_pt_6eeb91756b384821,112.0700,CALL
398,ase_pt_f756f793419d420f,107.9100,CALL
399,ase_pt_f756f793419d420f,107.9100,PUT
400,ase_pt_931dd6df28c1477d,105.0000,PUT
401,ase_pt_931dd6df28c1477d,112.0700,PUT
402,ase_pt_4d0273c3681a4f01,105.0000,CALL
403,ase_pt_e2ba930eaa534393,98.0000,CALL
404,ase_pt_e2ba930eaa534393,104.0000,CALL
405,ase_pt_40462d8d32c14ee9,91.0000,PUT
406,ase_pt_40462d8d32c14ee9,95.0000,PUT
407,ase_pt_40462d8d32c14ee9,105.0000,CALL
408,ase_pt_40462d8d32c14ee9,109.0000,CALL
409,ase_pt_bbd9a12dae4b4160,97.0000,CALL
410,ase_pt_bbd9a12dae4b4160,102.0000,CALL
411,ase_pt_bbd9a12dae4b4160,103.0000,CALL
412,ase_pt_bbd9a12dae4b4160,108.0000,CALL
413,ase_pt_bbd9a12dae4b4160,100.0000,PUT
414,ase_pt_274b14eb2f984158,96.0000,CALL
415,ase_pt_274b14eb2f984158,100.0000,CALL
416,ase_pt_274b14eb2f984158,104.0000,CALL
417,ase_pt_274b14eb2f984158,104.0000,PUT
418,ase_pt_274b14eb2f984158,100.0000,PUT
419,ase_pt_274b14eb2f984158,96.0000,PUT
420,ase_pt_e4fbd56c2fba44d5,87.0000,PUT
421,ase_pt_e4fbd56c2fba44d5,92.0000,PUT
422,ase_pt_e4fbd56c2fba44d5,108.0000,CALL
423,ase_pt_e4fbd56c2fba44d5,113.0000,CALL
424,ase_pt_e4fbd56c2fba44d5,93.0000,PUT
425,ase_pt_e4fbd56c2fba44d5,98.0000,PUT
426,ase_pt_e4fbd56c2fba44d5,102.0000,CALL
427,ase_pt_e4fbd56c2fba44d5,107.0000,CALL
428,ase_pt_b4fa0790417d42e0,102.5800,CALL
429,ase_pt_9089a990edab441c,102.5800,PUT
430,ase_pt_a9753a5b1a1b4f5e,89.3800,CALL
431,ase_pt_6b35e0a20e884b30,89.3800,PUT
432,ase_pt_e5ccc8f977734766,93.3600,CALL
433,ase_pt_f8bf64f3692e4ea8,93.3600,PUT
434,ase_pt_3b1a8014c6fc4dd2,89.3800,CALL
435,ase_pt_3b1a8014c6fc4dd2,105.0000,CALL
436,ase_pt_3847e37dbe01457c,89.3800,PUT
437,ase_pt_3847e37dbe01457c,105.0000,PUT
438,ase_pt_bc60609866cf4c0f,100.3700,CALL
439,ase_pt_bc60609866cf4c0f,105.0000,CALL
440,ase_pt_161362eb9c554659,97.1000,CALL
441,ase_pt_161362eb9c554659,100.3700,CALL
442,ase_pt_cbd5bf81793446d7,103.7500,CALL
443,ase_pt_cbd5bf81793446d7,107.9100,CALL
444,ase_pt_e8d8f110ca2e46ea,103.7500,CALL
445,ase_pt_e8d8f110ca2e46ea,107.9100,CALL
446,ase_pt_5e49d8edae1c4bb5,106.3700,CALL
447,ase_pt_5e49d8edae1c4bb5,109.7300,CALL
448,ase_pt_b0a34de8bfd04d85,100.3700,CALL
449,ase_pt_b0a34de8bfd04d85,102.5800,CALL
450,ase_pt_d364f8772e634ea2,100.3700,CALL
451,ase_pt_d364f8772e634ea2,109.7300,CALL
452,ase_pt_9d1f3d6be1de42e7,96.9500,CALL
453,ase_pt_9d1f3d6be1de42e7,117.4200,CALL
454,ase_pt_77c6e57b3a1446b9,105.0000,CALL
455,ase_pt_77c6e57b3a1446b9,109.7300,CALL
456,ase_pt_c83827516c75413d,100.3700,CALL
457,ase_pt_c83827516c75413d,107.3800,CALL
458,ase_pt_f5348162a2d24340,100.3700,PUT
459,ase_pt_f5348162a2d24340,105.0000,PUT
460,ase_pt_e8185dd214344b3d,97.1000,PUT
461,ase_pt_e8185dd214344b3d,100.3700,PUT
462,ase_pt_1d7c0f90a07c44e7,103.7500,PUT
463,ase_pt_1d7c0f90a07c44e7,107.9100,PUT
464,ase_pt_e80dd2b5c261433a,103.7500,PUT
465,ase_pt_e80dd2b5c261433a,107.9100,PUT
466,ase_pt_dd6f5dcf3c9049ec,106.3700,PUT
467,ase_pt_dd6f5dcf3c9049ec,109.7300,PUT
468,ase_pt_ca738e7c12374252,100.3700,PUT
469,ase_pt_ca738e7c12374252,102.5800,PUT
470,ase_pt_422c7e1be7ac41bc,100.3700,PUT
471,ase_pt_422c7e1be7ac41bc,109.7300,PUT
472,ase_pt_8779236ee5114ad7,96.9500,PUT
473,ase_pt_8779236ee5114ad7,117.4200,PUT
474,ase_pt_b544d413f1fa4fbe,105.0000,PUT
475,ase_pt_b544d413f1fa4fbe,109.7300,PUT
476,ase_pt_97126c75c93c44f0,100.3700,PUT
477,ase_pt_97126c75c93c44f0,107.3800,PUT
478,ase_pt_e182672b33fc4791,100.3700,CALL
479,ase_pt_e182672b33fc4791,105.0000,CALL
480,ase_pt_e182672b33fc4791,103.7500,PUT
481,ase_pt_e182672b33fc4791,107.9100,PUT
482,ase_pt_977ced069bc5425b,100.3700,PUT
483,ase_pt_977ced069bc5425b,105.0000,PUT
484,ase_pt_977ced069bc5425b,103.7500,CALL
485,ase_pt_977ced069bc5425b,107.9100,CALL
486,ase_pt_9e5cf737f8e74fa3,100.3700,CALL
487,ase_pt_9e5cf737f8e74fa3,100.7400,CALL
488,ase_pt_2fb28aa0a20f49b3,100.3700,PUT
489,ase_pt_2fb28aa0a20f49b3,100.7400,PUT
490,ase_pt_18be7899a17a4176,97.1000,CALL
