id,paper_trade_id,asset_type,buy_or_sell,mid,strike,expiration
81,ase_pt_6cb43827aca54901,PUT,SHORT,2.6000,165.0000,2026-08-21
84,ase_pt_425af45e774a4d75,CALL,SHORT,2.3000,185.0000,2026-08-21
87,ase_pt_128484047a824332,CALL,SHORT,1.8000,190.0000,2026-08-21
89,ase_pt_ea65248f920c4afd,PUT,SHORT,1.4000,160.0000,2026-08-21
90,ase_pt_0b70f91107a2450c,CALL,SHORT,6.0000,175.0000,2026-08-21
92,ase_pt_14f3d29356e1406e,CALL,SHORT,3.7000,180.0000,2026-08-21
95,ase_pt_bacc84d4772d447c,CALL,SHORT,6.2000,175.0000,2026-08-21
97,ase_pt_d08c204af0aa4d79,PUT,SHORT,1.6000,155.0000,2026-08-21
99,ase_pt_d08c204af0aa4d79,CALL,SHORT,1.7000,195.0000,2026-08-21
103,ase_pt_441256588f4a4d41,CALL,SHORT,6.0000,175.0000,2026-08-21
106,ase_pt_e5231e71990f4568,PUT,SHORT,2.6000,165.0000,2026-08-21
115,ase_pt_2131ca79b52849e6,CALL,SHORT,1.5664,105.0000,2026-08-21
117,ase_pt_426a457a5c514b82,PUT,SHORT,6.5664,105.0000,2026-08-21
119,ase_pt_ab7790faa1c546cf,CALL,SHORT,1.5664,105.0000,2026-08-21
121,ase_pt_90aebf88d50e4c5e,CALL,SHORT,3.2547,100.3700,2026-08-21
123,ase_pt_81d385620a0340d0,CALL,SHORT,0.9215,107.9100,2026-08-21
124,ase_pt_259c9ec7c0bb44ad,CALL,SHORT,1.9345,103.7500,2026-08-21
126,ase_pt_efe0d09f127f4b5e,CALL,SHORT,1.2286,106.3700,2026-08-21
129,ase_pt_8fc139721c9c4d94,CALL,SHORT,2.3356,102.5800,2026-08-21
131,ase_pt_3c7ddbca75b940eb,CALL,SHORT,0.6432,109.7300,2026-08-21
133,ase_pt_0ee34056a5ba483e,CALL,SHORT,6.0476,117.4200,2027-07-16
134,ase_pt_bda5c6e34e8646be,CALL,SHORT,1.5664,105.0000,2026-08-21
137,ase_pt_549092c247454f84,CALL,SHORT,2.1747,107.3800,2026-09-18
139,ase_pt_19d58ab0083c4d4e,PUT,SHORT,6.5664,105.0000,2026-08-21
141,ase_pt_38c8440699ab4e45,PUT,SHORT,3.6247,100.3700,2026-08-21
143,ase_pt_36741c707c0f4b62,PUT,SHORT,8.8315,107.9100,2026-08-21
144,ase_pt_bf38b5588ca045ca,PUT,SHORT,5.6845,103.7500,2026-08-21
146,ase_pt_40905bcdfaae4348,PUT,SHORT,7.5986,106.3700,2026-08-21
149,ase_pt_1f5c6dbfe19748df,PUT,SHORT,4.9156,102.5800,2026-08-21
151,ase_pt_1aeab363df7b46d9,PUT,SHORT,10.3732,109.7300,2026-08-21
153,ase_pt_3a64d9fcbff1414d,PUT,SHORT,23.4676,117.4200,2027-07-16
154,ase_pt_01fef25551624710,PUT,SHORT,6.5664,105.0000,2026-08-21
157,ase_pt_9f12756001424bb1,PUT,SHORT,9.5547,107.3800,2026-09-18
159,ase_pt_b31a4d1261f343e9,CALL,SHORT,1.5664,105.0000,2026-08-21
160,ase_pt_b31a4d1261f343e9,PUT,SHORT,5.6845,103.7500,2026-08-21
163,ase_pt_2b6fcc40f3494051,PUT,SHORT,6.5664,105.0000,2026-08-21
164,ase_pt_2b6fcc40f3494051,CALL,SHORT,1.9345,103.7500,2026-08-21
166,ase_pt_99cb0be7029b4a82,CALL,SHORT,3.2547,100.3700,2026-08-21
168,ase_pt_922c42b2e24d4fb5,PUT,SHORT,3.6247,100.3700,2026-08-21
170,ase_pt_30c9f7f099f04656,CALL,SHORT,5.0262,97.1000,2026-08-21
172,ase_pt_e1b81c458fdd4e71,CALL,SHORT,1.5664,105.0000,2026-08-21
174,ase_pt_76bbcd4f1f4f4321,CALL,SHORT,1.5664,105.0000,2026-08-21
176,ase_pt_76bbcd4f1f4f4321,PUT,SHORT,6.5664,105.0000,2026-08-21
178,ase_pt_348d05419ab448e7,CALL,SHORT,3.2547,100.3700,2026-08-21
180,ase_pt_583071390312407f,CALL,SHORT,3.9381,100.5600,2026-09-18
182,ase_pt_413893ee62984e99,PUT,SHORT,4.4981,100.5600,2026-09-18
185,ase_pt_e11d456d41a84455,CALL,SHORT,1.5664,105.0000,2026-08-21
187,ase_pt_d76fb2bccf7b4907,CALL,SHORT,1.5664,105.0000,2026-08-21
189,ase_pt_1cdfe82457184b5e,PUT,SHORT,6.5664,105.0000,2026-08-21
191,ase_pt_25965cdfc2b84bb7,CALL,SHORT,2.3356,102.5800,2026-08-21
192,ase_pt_468a12d81bfa4bbe,CALL,SHORT,4.5063,100.7400,2026-09-18
195,ase_pt_79e593a33bc8450e,CALL,SHORT,0.9215,107.9100,2026-08-21
197,ase_pt_79e593a33bc8450e,PUT,SHORT,8.8315,107.9100,2026-08-21
199,ase_pt_56ec12c833d3410d,CALL,SHORT,1.5664,105.0000,2026-08-21
201,ase_pt_82ada73b5e58432a,PUT,SHORT,6.5664,105.0000,2026-08-21
203,ase_pt_e24cb20825964481,CALL,SHORT,2.3356,102.5800,2026-08-21
205,ase_pt_0696a7501e5a4b86,CALL,SHORT,0.9215,107.9100,2026-08-21
207,ase_pt_aa854a4440c0485e,PUT,SHORT,8.8315,107.9100,2026-08-21
209,ase_pt_28ea289d06244a2c,CALL,SHORT,3.2547,100.3700,2026-08-21
211,ase_pt_28ea289d06244a2c,PUT,SHORT,3.6247,100.3700,2026-08-21
213,ase_pt_328f936a7b994ec1,CALL,SHORT,1.5664,105.0000,2026-08-21
222,ase_pt_bce325b6dbd949b5,CALL,SHORT,3.2547,100.3700,2026-08-21
223,ase_pt_bce325b6dbd949b5,PUT,SHORT,3.6247,100.3700,2026-08-21
228,ase_pt_57079b3931a14d23,CALL,SHORT,1.9345,103.7500,2026-08-21
229,ase_pt_57079b3931a14d23,PUT,SHORT,5.6845,103.7500,2026-08-21
230,ase_pt_b2ca50de093b4563,CALL,SHORT,3.2547,100.3700,2026-08-21
232,ase_pt_b2ca50de093b4563,PUT,SHORT,3.6247,100.3700,2026-08-21
235,ase_pt_c7a2f3b519e24441,CALL,SHORT,0.9215,107.9100,2026-08-21
237,ase_pt_c7a2f3b519e24441,PUT,SHORT,8.8315,107.9100,2026-08-21
239,ase_pt_2fc2f3bd813c4201,CALL,SHORT,3.2547,100.3700,2026-08-21
242,ase_pt_001f7af9440e43f5,PUT,SHORT,3.6247,100.3700,2026-08-21
245,ase_pt_f7e0e8d95161439f,CALL,SHORT,3.2547,100.3700,2026-08-21
246,ase_pt_f7e0e8d95161439f,PUT,SHORT,3.6247,100.3700,2026-08-21
249,ase_pt_61db83e800514e09,CALL,SHORT,3.2547,100.3700,2026-08-21
252,ase_pt_6117d75ace464771,PUT,SHORT,3.6247,100.3700,2026-08-21
255,ase_pt_713448510d67452d,CALL,SHORT,3.2547,100.3700,2026-08-21
258,ase_pt_5bab2972c84849cd,CALL,SHORT,2.7741,101.4600,2026-08-21
261,ase_pt_d6e7b562298d4374,CALL,SHORT,3.2547,100.3700,2026-08-21
264,ase_pt_b592a8277a61404c,CALL,SHORT,3.2547,100.3700,2026-08-21
267,ase_pt_071adb86c61641aa,CALL,SHORT,3.2547,100.3700,2026-08-21
270,ase_pt_071adb86c61641aa,PUT,SHORT,3.6247,100.3700,2026-08-21
273,ase_pt_81d56157029f4bbc,CALL,SHORT,3.2547,100.3700,2026-08-21
276,ase_pt_48205beec76749a1,CALL,SHORT,3.2547,100.3700,2026-08-21
279,ase_pt_0dd0cca698e3471b,PUT,SHORT,6.5664,105.0000,2026-08-21
280,ase_pt_0dd0cca698e3471b,CALL,SHORT,1.5664,105.0000,2026-08-21
283,ase_pt_32be02a6f8b348be,PUT,SHORT,5.6845,103.7500,2026-08-21
284,ase_pt_32be02a6f8b348be,CALL,SHORT,1.9345,103.7500,2026-08-21
287,ase_pt_2af95b3f1e834dbb,PUT,SHORT,8.8315,107.9100,2026-08-21
288,ase_pt_2af95b3f1e834dbb,CALL,SHORT,0.9215,107.9100,2026-08-21
290,ase_pt_24d5f67c97a24cf4,PUT,SHORT,10.3732,109.7300,2026-08-21
293,ase_pt_24d5f67c97a24cf4,CALL,SHORT,0.6432,109.7300,2026-08-21
295,ase_pt_651c3abf1f1f4b08,PUT,SHORT,7.5986,106.3700,2026-08-21
296,ase_pt_651c3abf1f1f4b08,CALL,SHORT,1.5664,105.0000,2026-08-21
299,ase_pt_e8ac703556ed4ca8,PUT,SHORT,8.8315,107.9100,2026-08-21
300,ase_pt_e8ac703556ed4ca8,CALL,SHORT,1.9345,103.7500,2026-08-21
303,ase_pt_5b48b5fc0a3f40de,PUT,SHORT,7.5986,106.3700,2026-08-21
304,ase_pt_5b48b5fc0a3f40de,CALL,SHORT,1.2286,106.3700,2026-08-21
307,ase_pt_5b48b5fc0a3f40de,PUT,SHORT,4.9156,102.5800,2026-08-21
308,ase_pt_5b48b5fc0a3f40de,CALL,SHORT,2.3356,102.5800,2026-08-21
311,ase_pt_41fa6adf243d4784,PUT,SHORT,5.6845,103.7500,2026-08-21
312,ase_pt_41fa6adf243d4784,CALL,SHORT,1.2286,106.3700,2026-08-21
315,ase_pt_033247baa7c14f4a,PUT,SHORT,6.5664,105.0000,2026-08-21
316,ase_pt_033247baa7c14f4a,CALL,SHORT,1.5664,105.0000,2026-08-21
319,ase_pt_0c5895db0d4c4a51,PUT,SHORT,7.5986,106.3700,2026-08-21
320,ase_pt_0c5895db0d4c4a51,CALL,SHORT,1.2286,106.3700,2026-08-21
323,ase_pt_2a71b6dad9324f42,PUT,SHORT,8.8315,107.9100,2026-08-21
324,ase_pt_2a71b6dad9324f42,CALL,SHORT,0.9215,107.9100,2026-08-21
326,ase_pt_64cba35090f74aaf,PUT,SHORT,3.6247,100.3700,2026-08-21
327,ase_pt_64cba35090f74aaf,CALL,SHORT,3.2547,100.3700,2026-08-21
330,ase_pt_e79f6d8cdfbc417d,CALL,SHORT,3.2547,100.3700,2026-08-21
332,ase_pt_662b1d2e3f3b4a8c,PUT,SHORT,3.6247,100.3700,2026-08-21
335,ase_pt_e2c2f6a10bdb4b99,CALL,SHORT,1.9345,103.7500,2026-08-21
338,ase_pt_7c43d64b976b406e,PUT,SHORT,5.6845,103.7500,2026-08-21
340,ase_pt_f8dc673d2e074d35,PUT,SHORT,6.5664,105.0000,2026-08-21
342,ase_pt_f8dc673d2e074d35,CALL,SHORT,1.5664,105.0000,2026-08-21
345,ase_pt_a1c8e3c5b81941d4,CALL,SHORT,3.2547,100.3700,2026-08-21
346,ase_pt_a1c8e3c5b81941d4,PUT,SHORT,3.6247,100.3700,2026-08-21
348,ase_pt_fb84854ccb4f40ab,CALL,SHORT,0.9215,107.9100,2026-08-21
351,ase_pt_fb84854ccb4f40ab,PUT,SHORT,8.8315,107.9100,2026-08-21
353,ase_pt_fe02671f0c3b4c14,PUT,SHORT,15.7942,115.6200,2026-08-21
355,ase_pt_76488e2737934974,PUT,SHORT,15.7942,115.6200,2026-08-21
357,ase_pt_52a1199441b842c2,CALL,SHORT,1.5664,105.0000,2026-08-21
358,ase_pt_52a1199441b842c2,PUT,SHORT,6.5664,105.0000,2026-08-21
360,ase_pt_3d55b52d40e74304,CALL,SHORT,1.9345,103.7500,2026-08-21
361,ase_pt_3d55b52d40e74304,PUT,SHORT,5.6845,103.7500,2026-08-21
367,ase_pt_7da7c3b4e64846b4,CALL,SHORT,3.2547,100.3700,2026-08-21
373,ase_pt_93a3a93c4f9f4e12,CALL,SHORT,3.2547,100.3700,2026-08-21
376,ase_pt_e42209c2003d4359,PUT,SHORT,7.5986,106.3700,2026-08-21
377,ase_pt_e42209c2003d4359,CALL,SHORT,1.2286,106.3700,2026-08-21
380,ase_pt_57dc0fe985a24f4f,CALL,SHORT,3.2547,100.3700,2026-08-21
382,ase_pt_e0a6c5ea0c7841ed,PUT,SHORT,6.5664,105.0000,2026-08-21
383,ase_pt_e0a6c5ea0c7841ed,CALL,SHORT,1.5664,105.0000,2026-08-21
386,ase_pt_d2435f0b6b9843e7,CALL,SHORT,1.5664,105.0000,2026-08-21
388,ase_pt_02fefa8de1fa4313,CALL,SHORT,3.2547,100.3700,2026-08-21
391,ase_pt_9aa23c0340c74068,CALL,SHORT,3.2547,100.3700,2026-08-21
392,ase_pt_9aa23c0340c74068,PUT,SHORT,3.6247,100.3700,2026-08-21
395,ase_pt_6eeb91756b384821,PUT,SHORT,8.8315,107.9100,2026-08-21
396,ase_pt_6eeb91756b384821,CALL,SHORT,0.9215,107.9100,2026-08-21
401,ase_pt_931dd6df28c1477d,PUT,SHORT,12.4628,112.0700,2026-08-21
404,ase_pt_e2ba930eaa534393,CALL,SHORT,1.8561,104.0000,2026-08-21
406,ase_pt_40462d8d32c14ee9,PUT,SHORT,1.4216,95.0000,2026-08-21
407,ase_pt_40462d8d32c14ee9,CALL,SHORT,1.5664,105.0000,2026-08-21
410,ase_pt_bbd9a12dae4b4160,CALL,SHORT,2.5558,102.0000,2026-08-21
412,ase_pt_bbd9a12dae4b4160,CALL,SHORT,0.9057,108.0000,2026-08-21
415,ase_pt_274b14eb2f984158,CALL,SHORT,3.4301,100.0000,2026-08-21
418,ase_pt_274b14eb2f984158,PUT,SHORT,3.4301,100.0000,2026-08-21
421,ase_pt_e4fbd56c2fba44d5,PUT,SHORT,0.7278,92.0000,2026-08-21
422,ase_pt_e4fbd56c2fba44d5,CALL,SHORT,0.9057,108.0000,2026-08-21
425,ase_pt_e4fbd56c2fba44d5,PUT,SHORT,2.4890,98.0000,2026-08-21
426,ase_pt_e4fbd56c2fba44d5,CALL,SHORT,2.5558,102.0000,2026-08-21
435,ase_pt_3b1a8014c6fc4dd2,CALL,SHORT,1.5664,105.0000,2026-08-21
437,ase_pt_3847e37dbe01457c,PUT,SHORT,6.5664,105.0000,2026-08-21
439,ase_pt_bc60609866cf4c0f,CALL,SHORT,1.5664,105.0000,2026-08-21
441,ase_pt_161362eb9c554659,CALL,SHORT,3.2547,100.3700,2026-08-21
443,ase_pt_cbd5bf81793446d7,CALL,SHORT,0.9215,107.9100,2026-08-21
444,ase_pt_e8d8f110ca2e46ea,CALL,SHORT,1.9345,103.7500,2026-08-21
446,ase_pt_5e49d8edae1c4bb5,CALL,SHORT,1.2286,106.3700,2026-08-21
449,ase_pt_b0a34de8bfd04d85,CALL,SHORT,2.3356,102.5800,2026-08-21
451,ase_pt_d364f8772e634ea2,CALL,SHORT,0.6432,109.7300,2026-08-21
453,ase_pt_9d1f3d6be1de42e7,CALL,SHORT,6.0476,117.4200,2027-07-16
454,ase_pt_77c6e57b3a1446b9,CALL,SHORT,1.5664,105.0000,2026-08-21
457,ase_pt_c83827516c75413d,CALL,SHORT,2.1747,107.3800,2026-09-18
459,ase_pt_f5348162a2d24340,PUT,SHORT,6.5664,105.0000,2026-08-21
461,ase_pt_e8185dd214344b3d,PUT,SHORT,3.6247,100.3700,2026-08-21
463,ase_pt_1d7c0f90a07c44e7,PUT,SHORT,8.8315,107.9100,2026-08-21
464,ase_pt_e80dd2b5c261433a,PUT,SHORT,5.6845,103.7500,2026-08-21
466,ase_pt_dd6f5dcf3c9049ec,PUT,SHORT,7.5986,106.3700,2026-08-21
469,ase_pt_ca738e7c12374252,PUT,SHORT,4.9156,102.5800,2026-08-21
471,ase_pt_422c7e1be7ac41bc,PUT,SHORT,10.3732,109.7300,2026-08-21
473,ase_pt_8779236ee5114ad7,PUT,SHORT,23.4676,117.4200,2027-07-16
474,ase_pt_b544d413f1fa4fbe,PUT,SHORT,6.5664,105.0000,2026-08-21
477,ase_pt_97126c75c93c44f0,PUT,SHORT,9.5547,107.3800,2026-09-18
479,ase_pt_e182672b33fc4791,CALL,SHORT,1.5664,105.0000,2026-08-21
480,ase_pt_e182672b33fc4791,PUT,SHORT,5.6845,103.7500,2026-08-21
483,ase_pt_977ced069bc5425b,PUT,SHORT,6.5664,105.0000,2026-08-21
484,ase_pt_977ced069bc5425b,CALL,SHORT,1.9345,103.7500,2026-08-21
486,ase_pt_9e5cf737f8e74fa3,CALL,SHORT,3.2547,100.3700,2026-08-21
488,ase_pt_2fb28aa0a20f49b3,PUT,SHORT,3.6247,100.3700,2026-08-21
490,ase_pt_18be7899a17a4176,CALL,SHORT,5.0262,97.1000,2026-08-21
492,ase_pt_b3dcd42cff494334,CALL,SHORT,1.5664,105.0000,2026-08-21
494,ase_pt_4fd217eb3a5a4a32,CALL,SHORT,1.5664,105.0000,2026-08-21
496,ase_pt_4fd217eb3a5a4a32,PUT,SHORT,6.5664,105.0000,2026-08-21
498,ase_pt_56e7f9a96a7e4464,CALL,SHORT,3.2547,100.3700,2026-08-21
500,ase_pt_f67e84675c5249a6,CALL,SHORT,3.9381,100.5600,2026-09-18
502,ase_pt_b6be8e95c33a4553,PUT,SHORT,4.4981,100.5600,2026-09-18
505,ase_pt_68e54ed88e4d421b,CALL,SHORT,1.5664,105.0000,2026-08-21
507,ase_pt_e1ec5f6baa4d403d,CALL,SHORT,1.5664,105.0000,2026-08-21
509,ase_pt_21edb5107520446d,PUT,SHORT,6.5664,105.0000,2026-08-21
511,ase_pt_e4b1d239379943ff,CALL,SHORT,2.3356,102.5800,2026-08-21
512,ase_pt_fada956def4e448a,CALL,SHORT,4.5063,100.7400,2026-09-18
515,ase_pt_db747bae239b4a97,CALL,SHORT,0.9215,107.9100,2026-08-21
517,ase_pt_db747bae239b4a97,PUT,SHORT,8.8315,107.9100,2026-08-21
519,ase_pt_25ab7424444f4a89,CALL,SHORT,1.5664,105.0000,2026-08-21
521,ase_pt_8e442eea96e1491f,PUT,SHORT,6.5664,105.0000,2026-08-21
523,ase_pt_e97315119a354c76,CALL,SHORT,2.3356,102.5800,2026-08-21
525,ase_pt_c36ecfd5501c47a4,CALL,SHORT,0.9215,107.9100,2026-08-21
527,ase_pt_130a27a8cb9745ba,PUT,SHORT,8.8315,107.9100,2026-08-21
529,ase_pt_e44634809c5544e3,CALL,SHORT,3.2547,100.3700,2026-08-21
531,ase_pt_e44634809c5544e3,PUT,SHORT,3.6247,100.3700,2026-08-21
533,ase_pt_b960fd2b68d648d3,CALL,SHORT,1.5664,105.0000,2026-08-21
542,ase_pt_fd8f510a65cb426a,CALL,SHORT,3.2547,100.3700,2026-08-21
543,ase_pt_fd8f510a65cb426a,PUT,SHORT,3.6247,100.3700,2026-08-21
548,ase_pt_8fdcc3627c754690,CALL,SHORT,1.9345,103.7500,2026-08-21
549,ase_pt_8fdcc3627c754690,PUT,SHORT,5.6845,103.7500,2026-08-21
550,ase_pt_390ae52392654d73,CALL,SHORT,3.2547,100.3700,2026-08-21
552,ase_pt_390ae52392654d73,PUT,SHORT,3.6247,100.3700,2026-08-21
555,ase_pt_2890588a8d2f4473,CALL,SHORT,0.9215,107.9100,2026-08-21
557,ase_pt_2890588a8d2f4473,PUT,SHORT,8.8315,107.9100,2026-08-21
559,ase_pt_873a7401af7c499b,CALL,SHORT,3.2547,100.3700,2026-08-21
562,ase_pt_c8310c4a33604a82,PUT,SHORT,3.6247,100.3700,2026-08-21
565,ase_pt_d416f4b7532c415c,CALL,SHORT,3.2547,100.3700,2026-08-21
566,ase_pt_d416f4b7532c415c,PUT,SHORT,3.6247,100.3700,2026-08-21
569,ase_pt_56d2d5d48d5b4236,CALL,SHORT,3.2547,100.3700,2026-08-21
572,ase_pt_5f8707ca4cb44569,PUT,SHORT,3.6247,100.3700,2026-08-21
575,ase_pt_aeb5d4d092ea48cc,CALL,SHORT,3.2547,100.3700,2026-08-21
578,ase_pt_aa91c2601a534cca,CALL,SHORT,2.7741,101.4600,2026-08-21
581,ase_pt_795a4febeaa54a0d,CALL,SHORT,3.2547,100.3700,2026-08-21
584,ase_pt_df79891422ec4bf6,CALL,SHORT,3.2547,100.3700,2026-08-21
587,ase_pt_0dc88f03b7564659,CALL,SHORT,3.2547,100.3700,2026-08-21
590,ase_pt_0dc88f03b7564659,PUT,SHORT,3.6247,100.3700,2026-08-21
593,ase_pt_946b75d084744dd5,CALL,SHORT,3.2547,100.3700,2026-08-21
596,ase_pt_3f0dc8b2a4fd4917,CALL,SHORT,3.2547,100.3700,2026-08-21
599,ase_pt_731523d79fb84a33,PUT,SHORT,6.5664,105.0000,2026-08-21
600,ase_pt_731523d79fb84a33,CALL,SHORT,1.5664,105.0000,2026-08-21
603,ase_pt_bb9a1f6f28054353,PUT,SHORT,5.6845,103.7500,2026-08-21
604,ase_pt_bb9a1f6f28054353,CALL,SHORT,1.9345,103.7500,2026-08-21
607,ase_pt_efa0f89d97a54617,PUT,SHORT,8.8315,107.9100,2026-08-21
608,ase_pt_efa0f89d97a54617,CALL,SHORT,0.9215,107.9100,2026-08-21
610,ase_pt_f250e712b2084bc1,PUT,SHORT,10.3732,109.7300,2026-08-21
613,ase_pt_f250e712b2084bc1,CALL,SHORT,0.6432,109.7300,2026-08-21
615,ase_pt_a8b9f5ecf5284755,PUT,SHORT,7.5986,106.3700,2026-08-21
616,ase_pt_a8b9f5ecf5284755,CALL,SHORT,1.5664,105.0000,2026-08-21
619,ase_pt_7de534e9fe6345cb,PUT,SHORT,8.8315,107.9100,2026-08-21
620,ase_pt_7de534e9fe6345cb,CALL,SHORT,1.9345,103.7500,2026-08-21
623,ase_pt_0e9c0584c7a24633,PUT,SHORT,7.5986,106.3700,2026-08-21
624,ase_pt_0e9c0584c7a24633,CALL,SHORT,1.2286,106.3700,2026-08-21
627,ase_pt_0e9c0584c7a24633,PUT,SHORT,4.9156,102.5800,2026-08-21
628,ase_pt_0e9c0584c7a24633,CALL,SHORT,2.3356,102.5800,2026-08-21
631,ase_pt_e89c1dfca5f44779,PUT,SHORT,5.6845,103.7500,2026-08-21
632,ase_pt_e89c1dfca5f44779,CALL,SHORT,1.2286,106.3700,2026-08-21
635,ase_pt_ee9d189d54294c8a,PUT,SHORT,6.5664,105.0000,2026-08-21
636,ase_pt_ee9d189d54294c8a,CALL,SHORT,1.5664,105.0000,2026-08-21
639,ase_pt_949f8a36d9124d7b,PUT,SHORT,7.5986,106.3700,2026-08-21
640,ase_pt_949f8a36d9124d7b,CALL,SHORT,1.2286,106.3700,2026-08-21
643,ase_pt_84bcc42a04404c1d,PUT,SHORT,8.8315,107.9100,2026-08-21
644,ase_pt_84bcc42a04404c1d,CALL,SHORT,0.9215,107.9100,2026-08-21
646,ase_pt_df0a266b5a764677,PUT,SHORT,3.6247,100.3700,2026-08-21
647,ase_pt_df0a266b5a764677,CALL,SHORT,3.2547,100.3700,2026-08-21
650,ase_pt_b6c5e61a736a4625,CALL,SHORT,3.2547,100.3700,2026-08-21
652,ase_pt_626ffd58b34e45ec,PUT,SHORT,3.6247,100.3700,2026-08-21
655,ase_pt_cab5b30e65814c46,CALL,SHORT,1.9345,103.7500,2026-08-21
658,ase_pt_c3b3676b3dca4053,PUT,SHORT,5.6845,103.7500,2026-08-21
660,ase_pt_cdcfed298b1248b7,PUT,SHORT,6.5664,105.0000,2026-08-21
662,ase_pt_cdcfed298b1248b7,CALL,SHORT,1.5664,105.0000,2026-08-21
665,ase_pt_f22e95e154d94408,CALL,SHORT,3.2547,100.3700,2026-08-21
666,ase_pt_f22e95e154d94408,PUT,SHORT,3.6247,100.3700,2026-08-21
668,ase_pt_6238c50e54c64833,CALL,SHORT,0.9215,107.9100,2026-08-21
671,ase_pt_6238c50e54c64833,PUT,SHORT,8.8315,107.9100,2026-08-21
673,ase_pt_186926e1febe450d,PUT,SHORT,15.7942,115.6200,2026-08-21
675,ase_pt_14f0366b84ad46a1,PUT,SHORT,15.7942,115.6200,2026-08-21
677,ase_pt_3c868bba84d748be,CALL,SHORT,1.5664,105.0000,2026-08-21
678,ase_pt_3c868bba84d748be,PUT,SHORT,6.5664,105.0000,2026-08-21
680,ase_pt_4e16f998994a497a,CALL,SHORT,1.9345,103.7500,2026-08-21
681,ase_pt_4e16f998994a497a,PUT,SHORT,5.6845,103.7500,2026-08-21
687,ase_pt_bbfe78136a6145df,CALL,SHORT,3.2547,100.3700,2026-08-21
693,ase_pt_96c335fbcd3f4c4f,CALL,SHORT,3.2547,100.3700,2026-08-21
696,ase_pt_071c68cb9fa54058,PUT,SHORT,7.5986,106.3700,2026-08-21
697,ase_pt_071c68cb9fa54058,CALL,SHORT,1.2286,106.3700,2026-08-21
700,ase_pt_004a747141f34b53,CALL,SHORT,3.2547,100.3700,2026-08-21
702,ase_pt_b17fef4b11414c67,PUT,SHORT,6.5664,105.0000,2026-08-21
703,ase_pt_b17fef4b11414c67,CALL,SHORT,1.5664,105.0000,2026-08-21
706,ase_pt_52db46c029b748f6,CALL,SHORT,1.5664,105.0000,2026-08-21
708,ase_pt_9ae3a43abb114bb3,CALL,SHORT,3.2547,100.3700,2026-08-21
711,ase_pt_3c3d96cd00fa4b9f,CALL,SHORT,3.2547,100.3700,2026-08-21
