id,paper_trade_id,asset_type,buy_or_sell,mid,strike,expiration,ratio,delta
57,ase_pt_1c70e2ed36e748c0,PUT,LONG,1.1500,155.0000,2026-08-21,1,-0.1500
58,ase_pt_c07afef2857d49ed,CALL,LONG,8.0000,170.0000,2026-08-21,1,0.5800
59,ase_pt_c07afef2857d49ed,CALL,SHORT,2.3000,185.0000,2026-08-21,1,0.2800
60,ase_pt_35fc776144e54a4b,CALL,LONG,7.2500,175.0000,2026-08-21,1,0.5500
61,ase_pt_06792981111b4143,CALL,LONG,9.7500,170.0000,2026-08-21,1,0.6200
62,ase_pt_06792981111b4143,CALL,SHORT,1.8000,190.0000,2026-08-21,1,0.2200
63,ase_pt_f90caba5eb23474c,PUT,LONG,8.3000,180.0000,2026-08-21,1,-0.5800
64,ase_pt_f90caba5eb23474c,PUT,SHORT,1.4000,160.0000,2026-08-21,1,-0.1800
65,ase_pt_117a109ec5dd4070,CALL,SHORT,6.0000,175.0000,2026-08-21,1,0.5000
66,ase_pt_117a109ec5dd4070,CALL,LONG,8.2500,175.0000,2026-09-18,1,0.5200
67,ase_pt_16386550e4ec40a8,CALL,SHORT,3.7000,180.0000,2026-08-21,1,0.3800
68,ase_pt_16386550e4ec40a8,CALL,LONG,9.3000,170.0000,2026-09-18,1,0.6000
69,ase_pt_bf1cf12068b3467c,CALL,LONG,12.7500,165.0000,2026-08-21,1,0.7200
70,ase_pt_bf1cf12068b3467c,CALL,SHORT,6.2000,175.0000,2026-08-21,2,0.5000
71,ase_pt_bf1cf12068b3467c,CALL,LONG,2.3000,185.0000,2026-08-21,1,0.2800
72,ase_pt_bdd79945f43049f0,PUT,SHORT,1.6000,155.0000,2026-08-21,1,-0.2200
73,ase_pt_bdd79945f43049f0,PUT,LONG,0.6800,145.0000,2026-08-21,1,-0.1200
74,ase_pt_bdd79945f43049f0,CALL,SHORT,1.7000,195.0000,2026-08-21,1,0.2000
75,ase_pt_bdd79945f43049f0,CALL,LONG,0.7300,205.0000,2026-08-21,1,0.1100
76,ase_pt_c9285bac7ab4456a,CALL,LONG,6.0000,175.0000,2026-08-21,1,0.5000
77,ase_pt_c9285bac7ab4456a,PUT,LONG,6.0000,175.0000,2026-08-21,1,-0.5000
78,ase_pt_f03d8213adaf4693,CALL,SHORT,6.0000,175.0000,2026-08-21,1,0.5000
79,ase_pt_f03d8213adaf4693,CALL,LONG,2.2000,185.0000,2026-08-21,2,0.2800
80,ase_pt_6cb43827aca54901,CALL,LONG,1.0500,195.0000,2026-08-21,1,0.1800
81,ase_pt_6cb43827aca54901,PUT,SHORT,2.6000,165.0000,2026-08-21,1,-0.2800
82,ase_pt_6cb43827aca54901,PUT,LONG,1.1500,155.0000,2026-08-21,1,-0.1500
83,ase_pt_425af45e774a4d75,CALL,LONG,8.0000,170.0000,2026-08-21,1,0.5800
84,ase_pt_425af45e774a4d75,CALL,SHORT,2.3000,185.0000,2026-08-21,1,0.2800
85,ase_pt_f81f75f7f93c45bd,CALL,LONG,7.2500,175.0000,2026-08-21,1,0.5500
86,ase_pt_128484047a824332,CALL,LONG,9.7500,170.0000,2026-08-21,1,0.6200
87,ase_pt_128484047a824332,CALL,SHORT,1.8000,190.0000,2026-08-21,1,0.2200
88,ase_pt_ea65248f920c4afd,PUT,LONG,8.3000,180.0000,2026-08-21,1,-0.5800
89,ase_pt_ea65248f920c4afd,PUT,SHORT,1.4000,160.0000,2026-08-21,1,-0.1800
90,ase_pt_0b70f91107a2450c,CALL,SHORT,6.0000,175.0000,2026-08-21,1,0.5000
91,ase_pt_0b70f91107a2450c,CALL,LONG,8.2500,175.0000,2026-09-18,1,0.5200
92,ase_pt_14f3d29356e1406e,CALL,SHORT,3.7000,180.0000,2026-08-21,1,0.3800
93,ase_pt_14f3d29356e1406e,CALL,LONG,9.3000,170.0000,2026-09-18,1,0.6000
94,ase_pt_bacc84d4772d447c,CALL,LONG,12.7500,165.0000,2026-08-21,1,0.7200
95,ase_pt_bacc84d4772d447c,CALL,SHORT,6.2000,175.0000,2026-08-21,2,0.5000
96,ase_pt_bacc84d4772d447c,CALL,LONG,2.3000,185.0000,2026-08-21,1,0.2800
97,ase_pt_d08c204af0aa4d79,PUT,SHORT,1.6000,155.0000,2026-08-21,1,-0.2200
98,ase_pt_d08c204af0aa4d79,PUT,LONG,0.6800,145.0000,2026-08-21,1,-0.1200
99,ase_pt_d08c204af0aa4d79,CALL,SHORT,1.7000,195.0000,2026-08-21,1,0.2000
100,ase_pt_d08c204af0aa4d79,CALL,LONG,0.7300,205.0000,2026-08-21,1,0.1100
101,ase_pt_413ea62f4d2f4494,CALL,LONG,6.0000,175.0000,2026-08-21,1,0.5000
102,ase_pt_413ea62f4d2f4494,PUT,LONG,6.0000,175.0000,2026-08-21,1,-0.5000
103,ase_pt_441256588f4a4d41,CALL,SHORT,6.0000,175.0000,2026-08-21,1,0.5000
104,ase_pt_441256588f4a4d41,CALL,LONG,2.2000,185.0000,2026-08-21,2,0.2800
105,ase_pt_e5231e71990f4568,CALL,LONG,1.0500,195.0000,2026-08-21,1,0.1800
106,ase_pt_e5231e71990f4568,PUT,SHORT,2.6000,165.0000,2026-08-21,1,-0.2800
107,ase_pt_e5231e71990f4568,PUT,LONG,1.1500,155.0000,2026-08-21,1,-0.1500
108,ase_pt_31a61421b62646dc,CALL,LONG,2.3356,102.5800,2026-08-21,1,0.4000
109,ase_pt_82123c62b1164c60,PUT,LONG,4.9156,102.5800,2026-08-21,1,-0.4000
110,ase_pt_3795820de110476a,CALL,LONG,17.3751,89.3800,2027-07-16,1,0.7000
111,ase_pt_b81ee0040f7d4f04,PUT,LONG,6.7551,89.3800,2027-07-16,1,-0.7000
112,ase_pt_09120c21e9ab423c,CALL,LONG,7.6404,93.3600,2026-08-21,1,0.8000
113,ase_pt_5777f328ee784956,PUT,LONG,1.0004,93.3600,2026-08-21,1,-0.8000
114,ase_pt_2131ca79b52849e6,CALL,LONG,17.3751,89.3800,2027-07-16,1,0.7000
115,ase_pt_2131ca79b52849e6,CALL,SHORT,1.5664,105.0000,2026-08-21,1,0.3000
116,ase_pt_426a457a5c514b82,PUT,LONG,6.7551,89.3800,2027-07-16,1,-0.7000
117,ase_pt_426a457a5c514b82,PUT,SHORT,6.5664,105.0000,2026-08-21,1,-0.3000
118,ase_pt_ab7790faa1c546cf,CALL,LONG,3.2547,100.3700,2026-08-21,1,0.5000
119,ase_pt_ab7790faa1c546cf,CALL,SHORT,1.5664,105.0000,2026-08-21,1,0.3000
120,ase_pt_90aebf88d50e4c5e,CALL,LONG,5.0262,97.1000,2026-08-21,1,0.6500
121,ase_pt_90aebf88d50e4c5e,CALL,SHORT,3.2547,100.3700,2026-08-21,1,0.5000
122,ase_pt_81d385620a0340d0,CALL,LONG,1.9345,103.7500,2026-08-21,1,0.3500
123,ase_pt_81d385620a0340d0,CALL,SHORT,0.9215,107.9100,2026-08-21,1,0.2000
124,ase_pt_259c9ec7c0bb44ad,CALL,SHORT,1.9345,103.7500,2026-08-21,1,0.3500
125,ase_pt_259c9ec7c0bb44ad,CALL,LONG,0.9215,107.9100,2026-08-21,1,0.2000
126,ase_pt_efe0d09f127f4b5e,CALL,SHORT,1.2286,106.3700,2026-08-21,1,0.2500
127,ase_pt_efe0d09f127f4b5e,CALL,LONG,0.6432,109.7300,2026-08-21,1,0.1500
128,ase_pt_8fc139721c9c4d94,CALL,LONG,3.2547,100.3700,2026-08-21,1,0.5000
129,ase_pt_8fc139721c9c4d94,CALL,SHORT,2.3356,102.5800,2026-08-21,1,0.4000
130,ase_pt_3c7ddbca75b940eb,CALL,LONG,3.2547,100.3700,2026-08-21,1,0.5000
131,ase_pt_3c7ddbca75b940eb,CALL,SHORT,0.6432,109.7300,2026-08-21,1,0.1500
132,ase_pt_0ee34056a5ba483e,CALL,LONG,13.3288,96.9500,2027-07-16,1,0.6000
133,ase_pt_0ee34056a5ba483e,CALL,SHORT,6.0476,117.4200,2027-07-16,1,0.3500
134,ase_pt_bda5c6e34e8646be,CALL,SHORT,1.5664,105.0000,2026-08-21,1,0.3000
135,ase_pt_bda5c6e34e8646be,CALL,LONG,0.6432,109.7300,2026-08-21,1,0.1500
136,ase_pt_549092c247454f84,CALL,LONG,3.2547,100.3700,2026-08-21,1,0.5000
137,ase_pt_549092c247454f84,CALL,SHORT,2.1747,107.3800,2026-09-18,1,0.3000
138,ase_pt_19d58ab0083c4d4e,PUT,LONG,3.6247,100.3700,2026-08-21,1,-0.5000
139,ase_pt_19d58ab0083c4d4e,PUT,SHORT,6.5664,105.0000,2026-08-21,1,-0.3000
140,ase_pt_38c8440699ab4e45,PUT,LONG,2.1262,97.1000,2026-08-21,1,-0.6500
141,ase_pt_38c8440699ab4e45,PUT,SHORT,3.6247,100.3700,2026-08-21,1,-0.5000
142,ase_pt_36741c707c0f4b62,PUT,LONG,5.6845,103.7500,2026-08-21,1,-0.3500
143,ase_pt_36741c707c0f4b62,PUT,SHORT,8.8315,107.9100,2026-08-21,1,-0.2000
144,ase_pt_bf38b5588ca045ca,PUT,SHORT,5.6845,103.7500,2026-08-21,1,-0.3500
145,ase_pt_bf38b5588ca045ca,PUT,LONG,8.8315,107.9100,2026-08-21,1,-0.2000
146,ase_pt_40905bcdfaae4348,PUT,SHORT,7.5986,106.3700,2026-08-21,1,-0.2500
147,ase_pt_40905bcdfaae4348,PUT,LONG,10.3732,109.7300,2026-08-21,1,-0.1500
148,ase_pt_1f5c6dbfe19748df,PUT,LONG,3.6247,100.3700,2026-08-21,1,-0.5000
149,ase_pt_1f5c6dbfe19748df,PUT,SHORT,4.9156,102.5800,2026-08-21,1,-0.4000
150,ase_pt_1aeab363df7b46d9,PUT,LONG,3.6247,100.3700,2026-08-21,1,-0.5000
151,ase_pt_1aeab363df7b46d9,PUT,SHORT,10.3732,109.7300,2026-08-21,1,-0.1500
152,ase_pt_3a64d9fcbff1414d,PUT,LONG,10.2788,96.9500,2027-07-16,1,-0.6000
153,ase_pt_3a64d9fcbff1414d,PUT,SHORT,23.4676,117.4200,2027-07-16,1,-0.3500
154,ase_pt_01fef25551624710,PUT,SHORT,6.5664,105.0000,2026-08-21,1,-0.3000
155,ase_pt_01fef25551624710,PUT,LONG,10.3732,109.7300,2026-08-21,1,-0.1500
156,ase_pt_9f12756001424bb1,PUT,LONG,3.6247,100.3700,2026-08-21,1,-0.5000
157,ase_pt_9f12756001424bb1,PUT,SHORT,9.5547,107.3800,2026-09-18,1,-0.3000
158,ase_pt_b31a4d1261f343e9,CALL,LONG,3.2547,100.3700,2026-08-21,1,0.5000
159,ase_pt_b31a4d1261f343e9,CALL,SHORT,1.5664,105.0000,2026-08-21,1,0.3000
160,ase_pt_b31a4d1261f343e9,PUT,SHORT,5.6845,103.7500,2026-08-21,1,-0.3500
161,ase_pt_b31a4d1261f343e9,PUT,LONG,8.8315,107.9100,2026-08-21,1,-0.2000
162,ase_pt_2b6fcc40f3494051,PUT,LONG,3.6247,100.3700,2026-08-21,1,-0.5000
163,ase_pt_2b6fcc40f3494051,PUT,SHORT,6.5664,105.0000,2026-08-21,1,-0.3000
164,ase_pt_2b6fcc40f3494051,CALL,SHORT,1.9345,103.7500,2026-08-21,1,0.3500
165,ase_pt_2b6fcc40f3494051,CALL,LONG,0.9215,107.9100,2026-08-21,1,0.2000
166,ase_pt_99cb0be7029b4a82,CALL,SHORT,3.2547,100.3700,2026-08-21,1,0.5000
167,ase_pt_99cb0be7029b4a82,CALL,LONG,4.5063,100.7400,2026-09-18,1,0.5000
168,ase_pt_922c42b2e24d4fb5,PUT,SHORT,3.6247,100.3700,2026-08-21,1,-0.5000
169,ase_pt_922c42b2e24d4fb5,PUT,LONG,5.2463,100.7400,2026-09-18,1,-0.5000
170,ase_pt_30c9f7f099f04656,CALL,SHORT,5.0262,97.1000,2026-08-21,1,0.6500
171,ase_pt_30c9f7f099f04656,CALL,LONG,6.9385,96.1300,2026-09-18,1,0.6500
172,ase_pt_e1b81c458fdd4e71,CALL,SHORT,1.5664,105.0000,2026-08-21,1,0.3000
173,ase_pt_e1b81c458fdd4e71,CALL,LONG,2.1747,107.3800,2026-09-18,1,0.3000
174,ase_pt_76bbcd4f1f4f4321,CALL,SHORT,1.5664,105.0000,2026-08-21,1,0.3000
175,ase_pt_76bbcd4f1f4f4321,CALL,LONG,2.1747,107.3800,2026-09-18,1,0.3000
176,ase_pt_76bbcd4f1f4f4321,PUT,SHORT,6.5664,105.0000,2026-08-21,1,-0.3000
177,ase_pt_76bbcd4f1f4f4321,PUT,LONG,9.5547,107.3800,2026-09-18,1,-0.3000
178,ase_pt_348d05419ab448e7,CALL,SHORT,3.2547,100.3700,2026-08-21,1,0.5000
179,ase_pt_348d05419ab448e7,CALL,LONG,4.5063,100.7400,2026-09-18,1,0.5000
180,ase_pt_583071390312407f,CALL,SHORT,3.9381,100.5600,2026-09-18,1,0.5000
181,ase_pt_583071390312407f,CALL,LONG,10.0335,104.6000,2027-07-16,1,0.5000
182,ase_pt_413893ee62984e99,PUT,SHORT,4.4981,100.5600,2026-09-18,1,-0.5000
183,ase_pt_413893ee62984e99,PUT,LONG,14.6335,104.6000,2027-07-16,1,-0.5000
184,ase_pt_e11d456d41a84455,CALL,LONG,4.5063,100.7400,2026-09-18,1,0.5000
185,ase_pt_e11d456d41a84455,CALL,SHORT,1.5664,105.0000,2026-08-21,1,0.3000
186,ase_pt_d76fb2bccf7b4907,CALL,LONG,6.0365,97.6900,2026-09-18,1,0.6000
187,ase_pt_d76fb2bccf7b4907,CALL,SHORT,1.5664,105.0000,2026-08-21,1,0.3000
188,ase_pt_1cdfe82457184b5e,PUT,LONG,3.7265,97.6900,2026-09-18,1,-0.6000
189,ase_pt_1cdfe82457184b5e,PUT,SHORT,6.5664,105.0000,2026-08-21,1,-0.3000
190,ase_pt_25965cdfc2b84bb7,CALL,LONG,4.5063,100.7400,2026-09-18,1,0.5000
191,ase_pt_25965cdfc2b84bb7,CALL,SHORT,2.3356,102.5800,2026-08-21,1,0.4000
192,ase_pt_468a12d81bfa4bbe,CALL,SHORT,4.5063,100.7400,2026-09-18,1,0.5000
193,ase_pt_468a12d81bfa4bbe,CALL,LONG,1.5664,105.0000,2026-08-21,1,0.3000
194,ase_pt_79e593a33bc8450e,CALL,LONG,2.6826,105.5800,2026-09-18,1,0.3500
195,ase_pt_79e593a33bc8450e,CALL,SHORT,0.9215,107.9100,2026-08-21,1,0.2000
196,ase_pt_79e593a33bc8450e,PUT,LONG,8.2626,105.5800,2026-09-18,1,-0.3500
197,ase_pt_79e593a33bc8450e,PUT,SHORT,8.8315,107.9100,2026-08-21,1,-0.2000
198,ase_pt_56ec12c833d3410d,CALL,LONG,17.3751,89.3800,2027-07-16,1,0.7000
199,ase_pt_56ec12c833d3410d,CALL,SHORT,1.5664,105.0000,2026-08-21,1,0.3000
200,ase_pt_82ada73b5e58432a,PUT,LONG,6.7551,89.3800,2027-07-16,1,-0.7000
201,ase_pt_82ada73b5e58432a,PUT,SHORT,6.5664,105.0000,2026-08-21,1,-0.3000
202,ase_pt_e24cb20825964481,CALL,LONG,4.5063,100.7400,2026-09-18,1,0.5000
203,ase_pt_e24cb20825964481,CALL,SHORT,2.3356,102.5800,2026-08-21,1,0.4000
204,ase_pt_0696a7501e5a4b86,CALL,LONG,4.5063,100.7400,2026-09-18,1,0.5000
205,ase_pt_0696a7501e5a4b86,CALL,SHORT,0.9215,107.9100,2026-08-21,1,0.2000
206,ase_pt_aa854a4440c0485e,PUT,LONG,5.2463,100.7400,2026-09-18,1,-0.5000
207,ase_pt_aa854a4440c0485e,PUT,SHORT,8.8315,107.9100,2026-08-21,1,-0.2000
208,ase_pt_28ea289d06244a2c,CALL,LONG,4.5063,100.7400,2026-09-18,1,0.5000
209,ase_pt_28ea289d06244a2c,CALL,SHORT,3.2547,100.3700,2026-08-21,1,0.5000
210,ase_pt_28ea289d06244a2c,PUT,LONG,5.2463,100.7400,2026-09-18,1,-0.5000
211,ase_pt_28ea289d06244a2c,PUT,SHORT,3.6247,100.3700,2026-08-21,1,-0.5000
212,ase_pt_328f936a7b994ec1,CALL,LONG,7.2678,97.3700,2026-10-16,1,0.6000
213,ase_pt_328f936a7b994ec1,CALL,SHORT,1.5664,105.0000,2026-08-21,1,0.3000
214,ase_pt_00a319c736ae4b1d,CALL,LONG,3.2547,100.3700,2026-08-21,1,0.5000
215,ase_pt_00a319c736ae4b1d,PUT,LONG,3.6247,100.3700,2026-08-21,1,-0.5000
216,ase_pt_072a3bfdbe32476a,CALL,LONG,1.2286,106.3700,2026-08-21,1,0.2500
217,ase_pt_072a3bfdbe32476a,PUT,LONG,7.5986,106.3700,2026-08-21,1,-0.2500
218,ase_pt_61163c0323cd45fc,CALL,LONG,3.2547,100.3700,2026-08-21,2,0.5000
219,ase_pt_61163c0323cd45fc,PUT,LONG,3.6247,100.3700,2026-08-21,1,-0.5000
220,ase_pt_7a7c2d1c8e31410e,CALL,LONG,3.2547,100.3700,2026-08-21,1,0.5000
221,ase_pt_7a7c2d1c8e31410e,PUT,LONG,3.6247,100.3700,2026-08-21,2,-0.5000
222,ase_pt_bce325b6dbd949b5,CALL,SHORT,3.2547,100.3700,2026-08-21,1,0.5000
223,ase_pt_bce325b6dbd949b5,PUT,SHORT,3.6247,100.3700,2026-08-21,1,-0.5000
224,ase_pt_bce325b6dbd949b5,CALL,LONG,0.9215,107.9100,2026-08-21,1,0.2000
225,ase_pt_bce325b6dbd949b5,PUT,LONG,8.8315,107.9100,2026-08-21,1,-0.2000
226,ase_pt_57079b3931a14d23,CALL,LONG,3.2547,100.3700,2026-08-21,2,0.5000
227,ase_pt_57079b3931a14d23,PUT,LONG,3.6247,100.3700,2026-08-21,2,-0.5000
228,ase_pt_57079b3931a14d23,CALL,SHORT,1.9345,103.7500,2026-08-21,1,0.3500
229,ase_pt_57079b3931a14d23,PUT,SHORT,5.6845,103.7500,2026-08-21,1,-0.3500
230,ase_pt_b2ca50de093b4563,CALL,SHORT,3.2547,100.3700,2026-08-21,1,0.5000
231,ase_pt_b2ca50de093b4563,CALL,LONG,4.5063,100.7400,2026-09-18,1,0.5000
232,ase_pt_b2ca50de093b4563,PUT,SHORT,3.6247,100.3700,2026-08-21,1,-0.5000
233,ase_pt_b2ca50de093b4563,PUT,LONG,5.2463,100.7400,2026-09-18,1,-0.5000
234,ase_pt_c7a2f3b519e24441,CALL,LONG,2.1747,107.3800,2026-09-18,1,0.3000
235,ase_pt_c7a2f3b519e24441,CALL,SHORT,0.9215,107.9100,2026-08-21,1,0.2000
236,ase_pt_c7a2f3b519e24441,PUT,LONG,9.5547,107.3800,2026-09-18,1,-0.3000
237,ase_pt_c7a2f3b519e24441,PUT,SHORT,8.8315,107.9100,2026-08-21,1,-0.2000
238,ase_pt_2fc2f3bd813c4201,CALL,LONG,3.7847,99.2900,2026-08-21,1,0.5500
239,ase_pt_2fc2f3bd813c4201,CALL,SHORT,3.2547,100.3700,2026-08-21,2,0.5000
240,ase_pt_2fc2f3bd813c4201,CALL,LONG,2.7741,101.4600,2026-08-21,1,0.4500
241,ase_pt_001f7af9440e43f5,PUT,LONG,3.0747,99.2900,2026-08-21,1,-0.5500
242,ase_pt_001f7af9440e43f5,PUT,SHORT,3.6247,100.3700,2026-08-21,2,-0.5000
243,ase_pt_001f7af9440e43f5,PUT,LONG,4.2341,101.4600,2026-08-21,1,-0.4500
244,ase_pt_f7e0e8d95161439f,CALL,LONG,1.2286,106.3700,2026-08-21,1,0.2500
245,ase_pt_f7e0e8d95161439f,CALL,SHORT,3.2547,100.3700,2026-08-21,1,0.5000
246,ase_pt_f7e0e8d95161439f,PUT,SHORT,3.6247,100.3700,2026-08-21,1,-0.5000
247,ase_pt_f7e0e8d95161439f,PUT,LONG,7.5986,106.3700,2026-08-21,1,-0.2500
248,ase_pt_61db83e800514e09,CALL,LONG,3.7847,99.2900,2026-08-21,1,0.5500
249,ase_pt_61db83e800514e09,CALL,SHORT,3.2547,100.3700,2026-08-21,2,0.5000
250,ase_pt_61db83e800514e09,CALL,LONG,1.9345,103.7500,2026-08-21,1,0.3500
251,ase_pt_6117d75ace464771,PUT,LONG,3.0747,99.2900,2026-08-21,1,-0.5500
252,ase_pt_6117d75ace464771,PUT,SHORT,3.6247,100.3700,2026-08-21,2,-0.5000
253,ase_pt_6117d75ace464771,PUT,LONG,5.6845,103.7500,2026-08-21,1,-0.3500
254,ase_pt_713448510d67452d,CALL,LONG,3.7847,99.2900,2026-08-21,1,0.5500
255,ase_pt_713448510d67452d,CALL,SHORT,3.2547,100.3700,2026-08-21,3,0.5000
256,ase_pt_713448510d67452d,CALL,LONG,2.3356,102.5800,2026-08-21,2,0.4000
257,ase_pt_5bab2972c84849cd,CALL,LONG,3.7847,99.2900,2026-08-21,1,0.5500
258,ase_pt_5bab2972c84849cd,CALL,SHORT,2.7741,101.4600,2026-08-21,2,0.4500
259,ase_pt_5bab2972c84849cd,CALL,LONG,1.5664,105.0000,2026-08-21,1,0.3000
260,ase_pt_d6e7b562298d4374,CALL,LONG,5.0262,97.1000,2026-08-21,1,0.6500
261,ase_pt_d6e7b562298d4374,CALL,SHORT,3.2547,100.3700,2026-08-21,2,0.5000
262,ase_pt_d6e7b562298d4374,CALL,LONG,1.9345,103.7500,2026-08-21,1,0.3500
263,ase_pt_b592a8277a61404c,CALL,LONG,3.4592,99.9400,2026-08-21,1,0.5200
264,ase_pt_b592a8277a61404c,CALL,SHORT,3.2547,100.3700,2026-08-21,2,0.5000
265,ase_pt_b592a8277a61404c,CALL,LONG,3.0586,100.8000,2026-08-21,1,0.4800
266,ase_pt_071adb86c61641aa,CALL,LONG,3.7847,99.2900,2026-08-21,1,0.5500
267,ase_pt_071adb86c61641aa,CALL,SHORT,3.2547,100.3700,2026-08-21,2,0.5000
268,ase_pt_071adb86c61641aa,CALL,LONG,2.7741,101.4600,2026-08-21,1,0.4500
269,ase_pt_071adb86c61641aa,PUT,LONG,3.0747,99.2900,2026-08-21,1,-0.5500
270,ase_pt_071adb86c61641aa,PUT,SHORT,3.6247,100.3700,2026-08-21,2,-0.5000
271,ase_pt_071adb86c61641aa,PUT,LONG,4.2341,101.4600,2026-08-21,1,-0.4500
272,ase_pt_81d56157029f4bbc,CALL,LONG,4.5063,100.7400,2026-09-18,1,0.5000
273,ase_pt_81d56157029f4bbc,CALL,SHORT,3.2547,100.3700,2026-08-21,2,0.5000
274,ase_pt_81d56157029f4bbc,CALL,LONG,5.4274,101.1200,2026-10-16,1,0.5000
275,ase_pt_48205beec76749a1,CALL,LONG,3.7847,99.2900,2026-08-21,1,0.5500
276,ase_pt_48205beec76749a1,CALL,SHORT,3.2547,100.3700,2026-08-21,2,0.5000
